sample_id	computed_gender	call_rate	lrr_median	lrr_sd	lrr_auto	baf_sd	baf_conc	baf_auto	n_sites	n_hets	x_nonpar_n_hets	par1_n_hets	xtr_n_hets	par2_n_hets	x_nonpar_baf_corr	x_nonpar_lrr_median	y_nonpar_lrr_median	mt_lrr_median	lrr_gc_rel_ess	lrr_gc_0	lrr_gc_1	lrr_gc_2
GR_BI_26371_BREEN_BLUWRI	M	0.9971	-0.0115	0.2379	0.0278	0.0445	0.5016	0.0016	164516	31646	0	169	0	0	-0.0000	-0.4780	nan	nan	0.0358	-0.7679	3.0870	-2.8995
GR_BI_2653_BROAD_2653	M	0.9964	-0.0158	0.2594	0.0226	0.0497	0.5061	0.0152	164515	34516	0	157	0	0	-0.0000	-0.5260	nan	nan	0.0705	-1.1396	4.5194	-4.2343
GR_BI_2656_BROAD_2656	F	0.9973	-0.0290	0.2226	0.0287	0.0396	0.5000	0.0030	164516	36340	750	178	0	0	0.0396	-0.0270	nan	nan	0.0607	-0.8895	3.4608	-3.2224
GR_BI_2698_BROAD_2698	M	0.9970	-0.0100	0.2123	0.0059	0.0477	0.4900	0.0135	164516	41330	0	174	0	0	-0.0000	-0.4330	nan	nan	0.0031	0.1862	-0.7810	0.7503
GR_BI_2703_BROAD_2703	M	0.9960	-0.0155	0.2556	0.0229	0.0472	0.4991	-0.0020	164519	38972	0	160	0	0	-0.0000	-0.5190	nan	nan	0.0196	-0.4052	1.3934	-1.0280
GR_BI_2739_BROAD_2739	F	0.9977	-0.0235	0.1815	0.0205	0.0363	0.5038	0.0040	164519	42024	879	192	0	0	0.0382	-0.0060	nan	nan	0.0039	-0.1268	0.3651	-0.2093
GR_BI_27546_BROAD_27546	M	0.9891	-0.0415	0.4798	0.0182	0.0724	0.4994	-0.0043	164519	38650	0	165	0	0	-0.0000	-0.6270	nan	nan	0.1124	-3.0300	12.6498	-12.6528
GR_BI_29126_BREEN_SUNHUM	F	0.9965	-0.0360	0.2316	0.0186	0.0592	0.5067	0.0120	164517	37182	486	175	0	0	0.0629	-0.0060	nan	nan	0.0329	-0.7438	2.8944	-2.7198
GR_BI_29128_BREEN_FRABUC	F	0.9961	-0.0305	0.2630	0.0204	0.0475	0.4999	0.0134	164517	41582	765	162	0	0	0.0495	-0.0200	nan	nan	0.0518	-1.0015	3.8258	-3.5535
GR_BI_29129_BREEN_WOOPIK	M	0.9971	-0.0080	0.2043	0.0231	0.0425	0.5075	0.0136	164520	45480	0	181	0	0	-0.0000	-0.4420	nan	nan	0.0322	-0.6254	2.5770	-2.4803
GR_BI_2976_BROAD_2976	M	0.9969	-0.0320	0.2646	0.0410	0.0389	0.5059	0.0102	164518	41662	0	115	0	0	-0.0000	-0.5710	nan	nan	0.1613	-1.6910	6.6234	-6.2045
GR_BI_2991_BROAD_2991	M	0.9976	-0.0110	0.2010	0.0276	0.0393	0.4974	0.0005	164518	36121	0	124	0	0	-0.0000	-0.4770	nan	nan	0.0828	-0.7906	3.0004	-2.6089
GR_BI_3004_BROAD_3004	F	0.9961	-0.0260	0.2524	0.0175	0.0556	0.5000	-0.0035	164520	37430	673	150	0	0	0.0566	-0.0080	nan	nan	0.0401	-0.8639	3.4429	-3.2446
GR_BI_3125_BROAD_3125	M	0.9967	-0.0195	0.2612	0.0421	0.0410	0.5111	0.0084	164515	35424	0	116	0	0	-0.0000	-0.5640	nan	nan	0.1035	-1.1546	4.4237	-3.9471
GR_BI_3127_BROAD_3127	M	0.9980	-0.0210	0.2053	0.0195	0.0358	0.4998	0.0098	164518	39012	0	123	0	0	-0.0000	-0.4960	nan	nan	0.0333	-0.6737	2.7013	-2.5395
GR_BI_3132_BROAD_3132	F	0.9960	-0.0455	0.3003	0.0321	0.0472	0.5015	0.0067	164516	38625	742	173	0	0	0.0477	-0.0280	nan	nan	0.1083	-1.4989	5.7257	-5.1669
GR_BI_31364_BREEN_MB109	M	0.9969	-0.0308	0.2590	0.0258	0.0498	0.5014	-0.0097	164520	40191	0	168	0	0	-0.0000	-0.5200	nan	nan	0.0442	-0.8046	3.1150	-2.7484
GR_BI_31365_BREEN_MB136	F	0.9954	-0.0230	0.2571	0.0195	0.0464	0.4984	-0.0074	164518	38335	636	178	0	0	0.0445	-0.0130	nan	nan	0.0650	-1.1445	4.5330	-4.3599
GR_BI_31366_BREEN_MB140	M	0.9962	-0.0210	0.2746	0.0305	0.0479	0.5019	0.0022	164518	39348	0	166	0	0	-0.0000	-0.5330	nan	nan	0.0689	-1.0030	3.9324	-3.5137
GR_BI_31367_BREEN_MB712	M	0.9966	-0.0110	0.2262	0.0149	0.0501	0.5049	0.0088	164517	39775	0	129	0	0	-0.0000	-0.4660	nan	nan	0.0041	-0.1930	0.6351	-0.4820
GR_BI_31368_BREEN_STAMUR	F	0.9969	-0.0180	0.2157	0.0378	0.0533	0.5011	0.0009	164519	36806	613	198	0	0	0.0539	-0.0090	nan	nan	0.0178	-0.2046	0.4282	-0.0225
GR_BI_31369_BREEN_GRAKIL	M	0.9968	-0.0085	0.2115	0.0185	0.0513	0.5086	0.0171	164520	35754	0	140	0	0	-0.0000	-0.4430	nan	nan	0.0303	-0.5085	1.9409	-1.7278
GR_BI_31370_BREEN_MB303	M	0.9958	-0.0280	0.3001	0.0304	0.0472	0.5039	0.0171	164517	39404	0	101	0	0	-0.0000	-0.5310	nan	nan	0.1973	-2.1094	8.2259	-7.6277
GR_BI_31371_BREEN_MB304	F	0.9923	-0.0592	0.5137	0.0503	0.0550	0.5078	0.0223	164517	35041	422	200	0	0	0.0529	-0.0470	nan	nan	0.3837	-5.3334	21.2137	-19.9922
GR_BI_31372_BREEN_MB316	M	0.9969	-0.0043	0.2317	0.0151	0.0455	0.5023	0.0082	164517	40122	0	180	0	0	-0.0000	-0.4650	nan	nan	0.0038	-0.2771	1.1469	-1.1743
GR_BI_31373_BREEN_MB359	M	0.9969	-0.0143	0.2444	0.0131	0.0469	0.5086	0.0152	164519	38019	0	108	0	0	-0.0000	-0.4790	nan	nan	0.0106	-0.5513	2.2609	-2.2733
GR_BI_31374_BREEN_MB382	M	0.9967	-0.0170	0.2373	0.0251	0.0448	0.4990	0.0055	164515	37510	0	150	0	0	-0.0000	-0.4870	nan	nan	0.0237	-0.6212	2.3382	-2.1465
GR_BI_31375_BREEN_MB608	M	0.9973	-0.0123	0.2036	0.0148	0.0442	0.4973	0.0157	164517	37639	0	151	0	0	-0.0000	-0.4460	nan	nan	0.0128	-0.4349	1.8312	-1.7780
GR_BI_31376_BREEN_MB711	F	0.9968	-0.0290	0.2387	0.0144	0.0440	0.5041	-0.0034	164516	39084	567	187	0	0	0.0441	-0.0110	nan	nan	0.0006	-0.0425	0.1160	-0.1689
GR_BI_31377_BREEN_MB110	F	0.9964	-0.0335	0.2282	0.0119	0.0479	0.5020	0.0035	164518	41398	935	147	0	0	0.0496	-0.0230	nan	nan	0.0405	-0.7868	3.1408	-2.9110
GR_BI_31378_BREEN_MB209	M	0.9898	-0.0105	0.2423	0.0210	0.0450	0.5010	0.0099	164512	38219	0	149	0	0	-0.0000	-0.4890	nan	nan	0.0071	0.4350	-1.7801	1.7637
GR_BI_31379_BREEN_MB326	M	0.9972	-0.0045	0.2144	0.0193	0.0458	0.5006	0.0050	164516	39746	0	179	0	0	-0.0000	-0.4420	nan	nan	0.0659	-0.8303	3.2451	-2.8975
GR_BI_31380_BREEN_WINACK	M	0.9968	-0.0005	0.2155	0.0274	0.0517	0.5015	0.0094	164516	37406	0	174	0	0	-0.0000	-0.4540	nan	nan	0.0195	-0.2076	0.7123	-0.4540
GR_BI_31381_BREEN_MAGTAY	F	0.9970	-0.0310	0.2173	0.0184	0.0497	0.4998	0.0032	164517	38868	898	178	0	0	0.0513	-0.0140	nan	nan	0.0252	-0.5453	1.9907	-1.7280
GR_BI_31382_BREEN_MOLTRI	F	0.9953	-0.0315	0.2894	0.0279	0.0480	0.4997	-0.0042	164516	39328	827	102	0	0	0.0494	-0.0280	nan	nan	0.1104	-1.4251	5.3422	-4.6422
GR_BI_31383_BREEN_GRAHAR	F	0.9972	-0.0295	0.2287	0.0359	0.0434	0.4958	-0.0050	164516	37133	519	134	0	0	0.0420	-0.0190	nan	nan	0.0470	-0.6710	2.3621	-1.9552
GR_BI_31421_BREEN_TAZBAM	M	0.9971	-0.0043	0.2251	0.0088	0.0436	0.4997	0.0010	164519	31465	0	99	0	0	-0.0000	-0.4480	nan	nan	0.0100	-0.4175	1.7105	-1.6355
GR_BI_31422_BREEN_SHIJOH	M	0.9953	-0.0450	0.3654	0.0283	0.0469	0.4992	0.0017	164516	30196	0	0	0	0	-0.0000	-0.0190	nan	nan	0.2717	-3.1118	12.3628	-11.6355
GR_BI_31423_BREEN_GILWAL	M	0.9973	-0.0120	0.2352	0.0385	0.0481	0.5001	0.0013	164518	33745	0	152	0	0	-0.0000	-0.4850	nan	nan	0.0545	-0.7970	3.1081	-2.7557
GR_BI_31424_BREEN_SAGWAL	F	0.9960	-0.0293	0.2621	0.0183	0.0489	0.5022	-0.0127	164515	35542	955	125	0	0	0.0513	-0.0150	nan	nan	0.0442	-0.9002	3.4321	-3.1268
GR_BI_31425_BREEN_BAIHEE	F	0.9967	-0.0243	0.2587	0.0303	0.0486	0.5018	0.0087	164515	32313	702	175	0	0	0.0483	-0.0100	nan	nan	0.0441	-0.6902	2.4954	-2.0075
GR_BI_31426_BREEN_BARKNI	M	0.9967	-0.0110	0.2498	0.0120	0.0465	0.4974	0.0043	164518	40454	0	163	0	0	-0.0000	-0.4650	nan	nan	0.0106	-0.5164	2.0025	-1.8740
GR_BI_31427_BREEN_HANLAN	F	0.9969	-0.0308	0.2485	0.0256	0.0447	0.5007	0.0021	164518	35854	631	208	0	0	0.0441	-0.0190	nan	nan	0.0351	-0.5979	1.9687	-1.5673
GR_BI_31428_BREEN_CHAPEN	M	0.9968	-0.0110	0.2395	0.0349	0.0458	0.5064	0.0137	164519	30579	0	143	0	0	-0.0000	-0.4790	nan	nan	0.0179	-0.4582	1.6494	-1.4523
GR_BI_31429_BREEN_CHASHR	M	0.9968	-0.0520	0.2508	0.0465	0.0468	0.4973	0.0034	164519	38252	0	128	0	0	-0.0000	-0.4960	nan	nan	0.0370	-0.3942	1.3063	-0.8881
GR_BI_31430_BREEN_INDTAY	F	0.9968	-0.0363	0.2445	0.0212	0.0462	0.4960	-0.0017	164517	37744	618	137	0	0	0.0475	-0.0180	nan	nan	0.0268	-0.5758	2.0823	-1.8785
GR_BI_31431_BREEN_STRTHO	M	0.9947	-0.0292	0.3379	0.0484	0.0535	0.4978	-0.0009	164516	39480	0	213	0	0	-0.0000	-0.6170	nan	nan	0.1677	-1.8846	7.0237	-6.1628
GR_BI_31432_BREEN_GUSSMI	M	0.9973	-0.0010	0.2054	0.0224	0.0426	0.4965	-0.0041	164517	32003	0	138	0	0	-0.0000	-0.4360	nan	nan	0.0039	-0.1768	0.5946	-0.4142
GR_BI_31433_BREEN_BAIRAM	F	0.9959	-0.0345	0.2356	0.0427	0.0562	0.5073	0.0182	164519	39887	589	68	0	0	0.0559	-0.0150	nan	nan	0.0660	-0.7350	2.5663	-2.0359
GR_BI_31434_BREEN_BENGAL	M	0.9968	-0.0148	0.2127	0.0153	0.0479	0.5037	0.0173	164517	39245	0	198	0	0	-0.0000	-0.4580	nan	nan	0.0096	-0.1881	0.5023	-0.2140
GR_BI_31435_BREEN_MAXTON	M	0.9921	-0.0215	0.2272	0.0582	0.0429	0.5086	0.0307	164515	36744	0	173	0	0	-0.0000	-0.5260	nan	nan	0.0269	-0.1809	0.3047	0.1886
GR_BI_3181_BROAD_3181	F	0.9976	-0.0340	0.1965	0.0351	0.0472	0.5006	0.0114	164519	34532	475	82	0	0	0.0453	-0.0300	nan	nan	0.0447	-0.4151	1.3132	-0.8903
GR_BI_3220_BROAD_3220	F	0.9963	-0.0375	0.2328	0.0519	0.0528	0.5078	0.0089	164517	35312	1032	156	0	0	0.0545	-0.0140	nan	nan	0.1617	-1.1822	4.1728	-3.3528
GR_BI_3427_BROAD_3427	M	0.9975	-0.0025	0.2116	0.0253	0.0398	0.5000	0.0141	164518	33445	0	128	0	0	-0.0000	-0.4310	nan	nan	0.0244	-0.4613	1.7202	-1.4512
GR_BI_3524_BROAD_3524	M	0.9970	-0.0090	0.2112	0.0225	0.0448	0.5047	0.0107	164516	38997	0	162	0	0	-0.0000	-0.4750	nan	nan	0.0328	-0.3924	1.3469	-0.9402
GR_BI_3527_BROAD_3527	M	0.9957	-0.0285	0.2812	0.0272	0.0498	0.5048	-0.0048	164517	29032	0	10	0	0	-0.0000	-0.0090	nan	nan	0.0346	-0.6878	2.4760	-2.0737
GR_BI_3541_BROAD_3541	M	0.9969	-0.0115	0.2166	0.0120	0.0536	0.4992	-0.0048	164518	41730	0	191	0	0	-0.0000	-0.4430	nan	nan	0.0143	-0.3991	1.5135	-1.3467
GR_BI_3714_BROAD_3714	M	0.9979	-0.0185	0.1871	0.0301	0.0351	0.5059	0.0081	164519	37302	0	177	0	0	-0.0000	-0.4690	nan	nan	0.0494	-0.6575	2.5244	-2.2274
GR_BI_3768_BROAD_3768	M	0.9973	-0.0043	0.2204	0.0217	0.0443	0.5032	0.0001	164516	34799	0	100	0	0	-0.0000	-0.4700	nan	nan	0.0248	-0.5970	2.2911	-2.0263
GR_BI_3774_BROAD_3774	F	0.9971	-0.0243	0.2333	0.0282	0.0412	0.4972	0.0018	164517	35193	751	200	0	0	0.0415	-0.0130	nan	nan	0.0557	-0.8210	3.1643	-2.8950
GR_BI_42832_BROAD_42832	F	0.9925	-0.0398	0.4133	0.0168	0.0679	0.5000	-0.0009	164520	39301	872	134	0	0	0.0684	-0.0290	nan	nan	0.0355	-1.5688	6.5072	-6.5248
GR_BI_42833_BROAD_42833	M	0.9955	0.0055	0.3591	0.0114	0.0620	0.4985	-0.0180	164518	40887	0	165	0	0	-0.0000	-0.4850	nan	nan	0.0180	-0.9704	4.0862	-4.0881
GR_BI_42838_BROAD_42838	F	0.9965	0.0010	0.2661	0.0173	0.0601	0.4999	-0.0036	164519	33572	980	183	0	0	0.0605	0.0000	nan	nan	0.0096	-0.3945	1.5825	-1.4922
GR_BI_42842_BROAD_42842	F	0.9964	0.0010	0.1951	0.0316	0.0703	0.5004	0.0009	164519	33078	617	168	0	0	0.0758	0.0050	nan	nan	0.0052	0.0271	-0.3196	0.5708
GR_BI_42843_BROAD_42843	M	0.9932	0.0030	0.4152	0.0112	0.0713	0.4984	0.0013	164515	39805	0	187	0	0	-0.0000	-0.5160	nan	nan	0.0119	-0.8305	3.5205	-3.4936
GR_BI_42844_BROAD_42844	M	0.9938	-0.0090	0.4143	0.0161	0.0680	0.4942	-0.0036	164519	37755	0	162	0	0	-0.0000	-0.5420	nan	nan	0.0332	-1.2921	5.2425	-5.0520
GR_BI_43286_BROAD_43286	F	0.9940	-0.0190	0.3870	0.0121	0.0642	0.5041	-0.0067	164519	41688	421	132	0	0	0.0648	0.0010	nan	nan	0.0111	-0.9246	4.0913	-4.4106
GR_BI_43287_BROAD_43287	M	0.9957	0.0065	0.3172	0.0243	0.0621	0.5032	0.0048	164516	36592	0	191	0	0	-0.0000	-0.5090	nan	nan	0.0499	-1.0176	4.0168	-3.6105
GR_BI_43419_MEURS_398	F	0.9967	-0.0160	0.2168	0.0197	0.0465	0.5064	0.0292	164519	34371	621	122	0	0	0.0458	-0.0140	nan	nan	0.0897	-1.1980	4.9390	-4.8607
GR_BI_43420_MEURS_263	M	0.9975	-0.0020	0.1993	0.1357	0.0411	0.5136	0.0422	164516	33420	0	207	0	0	-0.0000	-0.3160	nan	nan	0.1269	0.8847	-3.3785	2.9002
GR_BI_43421_MEURS_176	F	0.9939	-0.0188	0.2830	0.0426	0.0491	0.5215	0.0599	164517	37001	793	76	0	0	0.0486	-0.0230	nan	nan	0.1667	-2.3512	9.9831	-10.1652
GR_BI_43422_MEURS_1	F	0.9938	-0.0335	0.3732	0.0440	0.0508	0.4988	0.0091	164517	34231	604	52	0	0	0.0474	-0.0550	nan	nan	0.2759	-3.5967	14.6911	-14.3274
GR_BI_43423_MEURS_178	F	0.9976	-0.0220	0.1929	0.1277	0.0444	0.5044	0.0169	164517	31075	1012	95	0	0	0.0467	0.0540	nan	nan	0.0113	-0.2953	1.3412	-1.5707
GR_BI_43424_MEURS_338	F	0.9944	-0.0310	0.3251	0.0154	0.0485	0.5127	0.0345	164517	36758	858	158	0	0	0.0480	-0.0330	nan	nan	0.1999	-3.0056	12.7544	-13.0027
GR_BI_43425_MEURS_58	M	0.9918	-0.0065	0.3273	0.0368	0.0513	0.5199	0.0525	164520	35623	0	103	0	0	-0.0000	-0.5240	nan	nan	0.2854	-3.2032	13.2258	-12.9517
GR_BI_43426_MEURS_348	F	0.9973	-0.0180	0.1876	0.0964	0.0436	0.5040	0.0013	164519	39745	907	119	0	0	0.0431	-0.0640	nan	nan	0.0019	-0.0780	0.3244	-0.4379
GR_BI_43427_MEURS_204	F	0.9975	-0.0240	0.1741	0.0168	0.0431	0.5012	0.0004	164517	34226	475	128	0	0	0.0425	0.0090	nan	nan	0.0427	-0.8148	3.4785	-3.6650
GR_BI_43428_MEURS_329	M	0.9878	-0.0913	0.5396	0.3906	0.0623	0.5163	0.0654	164518	31450	0	19	0	0	-0.0000	-0.1050	nan	nan	0.2086	-3.0812	11.4222	-9.6442
GR_BI_43429_MEURS_28	F	0.9960	-0.0375	0.2521	0.0244	0.0461	0.4968	-0.0302	164516	34724	503	113	0	0	0.0428	-0.0140	nan	nan	0.2359	-2.0134	7.9592	-7.5072
GR_BI_43430_MEURS_315	F	0.7145	-0.5067	0.9064	0.0341	0.1163	0.5333	0.0780	164518	30582	493	83	0	0	0.0983	-0.6800	nan	nan	0.4554	-5.3072	15.1977	-8.3204
GR_BI_43431_MEURS_288	F	0.9973	-0.0255	0.2055	0.1304	0.0414	0.5098	0.0224	164516	36441	734	125	0	0	0.0426	0.0420	nan	nan	0.0244	-0.1974	1.0640	-1.4918
GR_BI_43432_MEURS_217	M	0.9862	-0.1540	0.5987	0.0395	0.0574	0.5070	0.0291	164518	36131	0	117	0	0	-0.0000	-0.6640	nan	nan	0.4487	-6.6694	26.3860	-24.9677
GR_BI_43433_MEURS_161	M	0.9937	-0.0098	0.3476	0.0415	0.0452	0.5184	0.0427	164520	32230	0	161	0	0	-0.0000	-0.5660	nan	nan	0.2346	-3.3077	13.9031	-13.9078
GR_BI_43434_MEURS_361	F	0.9648	-0.2630	0.7452	0.0253	0.0730	0.5174	0.0405	164519	38767	525	120	0	0	0.0687	-0.2410	nan	nan	0.3934	-7.9917	31.9706	-30.3372
GR_BI_43435_MEURS_643	F	0.9950	-0.0470	0.3398	0.0262	0.0453	0.5063	0.0116	164517	42165	816	147	0	0	0.0432	-0.0540	nan	nan	0.2491	-3.0875	12.5911	-12.3606
GR_BI_43436_MEURS_375	F	0.7271	-0.4130	0.8971	0.0102	0.1251	0.5751	0.1858	164518	33191	524	155	0	0	0.1159	-0.5830	nan	nan	0.3479	-9.3298	36.7368	-34.9811
GR_BI_43437_MEURS_191	M	0.9948	-0.0820	0.3501	0.0464	0.0457	0.5012	0.0043	164518	32318	0	115	0	0	-0.0000	-0.6210	nan	nan	0.3324	-2.8892	10.9634	-9.6884
GR_BI_43438_MEURS_300	M	0.9893	-0.0515	0.4399	0.0216	0.0500	0.5298	0.0915	164519	37320	0	163	0	0	-0.0000	-0.6510	nan	nan	0.3496	-4.6500	18.9817	-18.2836
GR_BI_43439_MEURS_16	M	0.9945	-0.0250	0.2958	0.0518	0.0405	0.5037	0.0094	164516	38862	0	173	0	0	-0.0000	-0.5610	nan	nan	0.2410	-2.6895	11.0385	-10.7863
GR_BI_43440_MEURS_59	F	0.9936	-0.0390	0.3694	0.0341	0.0438	0.5052	0.0050	164520	37379	606	189	0	0	0.0391	-0.0260	nan	nan	0.3092	-3.7145	15.0310	-14.5736
GR_BI_43441_MEURS_692	M	0.9945	-0.0220	0.2937	0.0219	0.0414	0.5054	0.0198	164516	40550	0	186	0	0	-0.0000	-0.5620	nan	nan	0.1434	-2.5103	10.9966	-11.6734
GR_BI_43442_MEURS_693	M	0.9952	-0.0300	0.2933	0.0454	0.0443	0.5026	0.0100	164518	39547	0	202	0	0	-0.0000	-0.5520	nan	nan	0.2521	-2.7226	11.2391	-11.0121
GR_BI_43444_MEURS_671	M	0.9952	-0.0192	0.3733	0.0481	0.0488	0.5045	0.0051	164516	28069	0	161	0	0	-0.0000	-0.6100	nan	nan	0.2802	-3.3659	13.4261	-12.6858
GR_BI_43445_MEURS_224	M	0.9971	-0.0105	0.2388	0.0292	0.0456	0.5047	0.0058	164518	32767	0	26	0	0	-0.0000	-0.4850	nan	nan	0.1687	-1.6316	6.5698	-6.2157
GR_BI_43446_MEURS_117	M	0.9970	-0.0100	0.2508	0.0608	0.0475	0.5032	0.0104	164518	36017	0	170	0	0	-0.0000	-0.5060	nan	nan	0.2230	-1.8315	7.2460	-6.6801
GR_BI_43447_MEURS_423	M	0.9967	-0.0185	0.2912	0.0899	0.0502	0.5019	0.0011	164518	35260	0	126	0	0	-0.0000	-0.5390	nan	nan	0.2963	-2.3711	9.2417	-8.3748
GR_BI_43448_MEURS_553	M	0.9949	-0.0290	0.3888	0.0445	0.0496	0.5072	0.0210	164519	34589	0	95	0	0	-0.0000	-0.6180	nan	nan	0.3637	-3.4676	13.4434	-12.1358
GR_BI_43449_MEURS_488	M	0.9777	-0.2340	0.6945	0.0480	0.0649	0.5269	0.0661	164517	33992	0	153	0	0	-0.0000	-0.7730	nan	nan	0.4957	-7.5983	29.6585	-27.3942
GR_BI_43450_MEURS_500	M	0.9946	-0.0265	0.4256	0.0427	0.0582	0.5074	0.0126	164515	34747	0	142	0	0	-0.0000	-0.0170	nan	nan	0.3644	-4.2348	16.5091	-15.3436
GR_BI_43451_MEURS_528	M	0.9975	-0.0015	0.1908	0.0935	0.0446	0.5182	0.0346	164517	38467	0	156	0	0	-0.0000	-0.3860	nan	nan	0.0169	0.3243	-1.2903	1.1288
GR_BI_43452_MEURS_644	F	0.9954	-0.0965	0.3843	0.0478	0.0506	0.5072	0.0104	164520	33248	734	55	0	0	0.0485	-0.0260	nan	nan	0.3524	-3.7137	14.6763	-13.6244
GR_BI_43453_MEURS_649	M	0.9878	-0.1410	0.5802	0.0159	0.0609	0.5111	0.0179	164518	37316	0	135	0	0	-0.0000	-0.7020	nan	nan	0.3471	-5.8431	23.5049	-22.4084
GR_BI_43454_MEURS_124	M	0.9953	-0.0045	0.3469	0.0698	0.0501	0.5054	0.0158	164517	34335	0	89	0	0	-0.0000	-0.5640	nan	nan	0.2331	-3.0487	12.4570	-12.0453
GR_BI_43455_MEURS_637	F	0.9964	-0.0395	0.3007	0.0300	0.0458	0.4994	0.0003	164518	35839	743	149	0	0	0.0444	-0.0370	nan	nan	0.2560	-2.3455	9.1199	-8.3289
GR_BI_43456_MEURS_402	M	0.9929	-0.0825	0.3484	0.0752	0.0499	0.5010	0.0104	164520	38729	0	90	0	0	-0.0000	-0.6050	nan	nan	0.3733	-3.1238	12.0835	-11.0257
GR_BI_43457_MEURS_494	M	0.9916	-0.0165	0.4011	0.0358	0.0518	0.5113	0.0051	164518	31563	0	93	0	0	-0.0000	-0.5160	nan	nan	0.3780	-3.9236	15.6584	-14.7303
GR_BI_43458_MEURS_574	M	0.9968	-0.0135	0.1899	0.0401	0.0440	0.4982	0.0069	164519	34721	0	80	0	0	-0.0000	-0.4110	nan	nan	0.0531	-0.9549	4.0779	-4.2688
GR_BI_43459_MEURS_657	M	0.9584	-0.1285	0.7941	0.0225	0.0792	0.5046	0.0242	164506	33802	0	108	0	0	-0.0000	-0.8030	nan	nan	0.4360	-9.4679	38.3753	-37.2967
GR_BI_43460_MEURS_121	F	0.9909	-0.0715	0.5256	0.0323	0.0546	0.4988	0.0064	164516	35388	495	121	0	0	0.0484	-0.0520	nan	nan	0.4332	-5.7855	23.0528	-21.9676
GR_BI_43461_MEURS_588	F	0.9957	-0.0382	0.2727	0.0489	0.0501	0.5049	0.0092	164515	36503	812	185	0	0	0.0496	0.0080	nan	nan	0.2261	-2.3825	9.4632	-9.1559
GR_BI_43462_MEURS_542	F	0.9957	-0.0395	0.2657	0.0247	0.0404	0.5066	0.0080	164514	34238	816	174	0	0	0.0396	-0.0210	nan	nan	0.2475	-2.3436	9.4619	-9.1556
GR_BI_43463_MEURS_577	M	0.9857	-0.1660	0.5814	0.0480	0.0570	0.5088	0.0220	164518	34728	0	119	0	0	-0.0000	-0.6490	nan	nan	0.4699	-6.3446	25.0930	-23.2261
GR_BI_43464_MEURS_430	F	0.9959	-0.0420	0.2711	0.0467	0.0433	0.5060	0.0211	164513	38525	681	183	0	0	0.0395	-0.0110	nan	nan	0.2639	-2.2107	8.5041	-7.8069
GR_BI_43465_MEURS_445	M	0.9941	-0.0235	0.3274	0.0550	0.0495	0.5431	0.1073	164513	35644	0	91	0	0	-0.0000	-0.4850	nan	nan	0.2922	-2.9397	11.7794	-11.1401
GR_BI_43466_MEURS_249	F	0.9956	-0.0398	0.2763	0.0326	0.0419	0.5022	0.0170	164512	34100	794	113	0	0	0.0413	-0.0390	nan	nan	0.2386	-2.2750	9.0239	-8.5120
GR_BI_43467_MEURS_383	F	0.9958	-0.0465	0.2699	0.0367	0.0431	0.4924	0.0021	164516	30720	618	184	0	0	0.0412	-0.0260	nan	nan	0.1876	-2.1666	8.6032	-8.2976
GR_BI_43547_BROAD_43547	M	0.9964	-0.0125	0.2723	0.0075	0.0588	0.5009	-0.0061	164515	34513	0	63	0	0	-0.0000	0.0160	nan	nan	0.0019	-0.2086	0.8224	-0.7985
GR_BI_43548_BROAD_43548	F	0.9947	0.0020	0.2059	0.0213	0.0735	0.4994	0.0102	164518	39042	518	172	0	0	0.0791	0.0070	nan	nan	0.0217	-0.3263	1.1222	-0.7743
GR_BI_43552_BROAD_43552	M	0.9979	-0.0010	0.1953	0.0293	0.0461	0.5051	0.0009	164517	38824	0	156	0	0	-0.0000	-0.4530	nan	nan	0.0735	-0.7382	2.7881	-2.3486
GR_BI_43554_BROAD_43554	M	0.9978	-0.0050	0.1886	0.0282	0.0419	0.5075	0.0035	164517	38995	0	165	0	0	-0.0000	-0.4650	nan	nan	0.0496	-0.4442	1.5456	-1.1744
GR_BI_43555_BROAD_43555	M	0.9972	-0.0060	0.2305	0.0147	0.0416	0.4997	0.0013	164516	35541	0	98	0	0	-0.0000	-0.4860	nan	nan	0.0176	-0.5954	2.4452	-2.3502
GR_BI_43557_BROAD_43557	M	0.9968	-0.0177	0.2517	0.0271	0.0470	0.5037	0.0095	164517	41247	0	175	0	0	-0.0000	-0.5410	nan	nan	0.0368	-0.6558	2.5029	-2.2042
GR_BI_43559_BROAD_43559	F	0.9975	-0.0095	0.1910	0.0191	0.0453	0.5052	0.0087	164518	35924	1007	54	0	0	0.0494	-0.0070	nan	nan	0.0077	0.3082	-1.3115	1.3212
GR_BI_43560_BROAD_43560	F	0.9969	-0.0185	0.2411	0.0094	0.0439	0.5062	-0.0099	164516	41371	1108	129	0	0	0.0441	-0.0260	nan	nan	0.0571	-0.7401	2.7364	-2.3052
GR_BI_43563_BROAD_43563	M	0.9972	-0.0100	0.2271	0.0166	0.0494	0.4908	0.0164	164517	33294	0	87	0	0	-0.0000	-0.4970	nan	nan	0.0054	-0.2285	0.9082	-0.7785
GR_BI_43564_BROAD_43564	F	0.9976	-0.0250	0.2094	0.0256	0.0396	0.5040	0.0097	164516	38476	924	92	0	0	0.0428	-0.0230	nan	nan	0.0595	-0.5470	1.9201	-1.4963
