mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex (annotation)	health_status	Cancer	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database												
GSM5799287	A	201303420003_R02C02_Grn.idat	201303420003_R02C02_Red.idat.gz	33644	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799288	A	201303420003_R03C01_Grn.idat	201303420003_R03C01_Red.idat.gz	33637	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799289	A	201303420003_R03C02_Grn.idat	201303420003_R03C02_Red.idat.gz	33647	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799290	A	201303420003_R04C01_Grn.idat	201303420003_R04C01_Red.idat.gz	33639	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799291	A	201303420003_R04C02_Grn.idat	201303420003_R04C02_Red.idat.gz	33649	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799292	A	201303420003_R05C01_Grn.idat	201303420003_R05C01_Red.idat.gz	33640	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799293	A	201303420003_R05C02_Grn.idat	201303420003_R05C02_Red.idat.gz	33650	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799294	A	201303420003_R06C01_Grn.idat	201303420003_R06C01_Red.idat.gz	33641	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799295	A	201303420003_R06C02_Grn.idat	201303420003_R06C02_Red.idat.gz	33651	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799296	A	201303420026_R01C01_Grn.idat	201303420026_R01C01_Red.idat.gz	33652	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799297	A	201303420026_R01C02_Grn.idat	201303420026_R01C02_Red.idat.gz	33661	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799298	A	201303420026_R02C01_Grn.idat	201303420026_R02C01_Red.idat.gz	33654	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799299	A	201303420026_R02C02_Grn.idat	201303420026_R02C02_Red.idat.gz	33662	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799300	A	201303420026_R03C01_Grn.idat	201303420026_R03C01_Red.idat.gz	33656	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799301	A	201303420026_R03C02_Grn.idat	201303420026_R03C02_Red.idat.gz	33664	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799302	A	201303420026_R04C01_Grn.idat	201303420026_R04C01_Red.idat.gz	33657	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799303	A	201303420026_R04C02_Grn.idat	201303420026_R04C02_Red.idat.gz	33665	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799304	A	201303420026_R05C01_Grn.idat	201303420026_R05C01_Red.idat.gz	33658	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799305	A	201303420026_R05C02_Grn.idat	201303420026_R05C02_Red.idat.gz	33666	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799306	A	201303420026_R06C01_Grn.idat	201303420026_R06C01_Red.idat.gz	33659	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799307	A	201303420026_R06C02_Grn.idat	201303420026_R06C02_Red.idat.gz	33668	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799308	A	201303420027_R01C02_Grn.idat	201303420027_R01C02_Red.idat.gz	33718	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799309	A	201303420027_R02C01_Grn.idat	201303420027_R02C01_Red.idat.gz	33708	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799310	A	201303420027_R02C02_Grn.idat	201303420027_R02C02_Red.idat.gz	33719	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799311	A	201303420027_R03C01_Grn.idat	201303420027_R03C01_Red.idat.gz	33710	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799312	A	201303420027_R03C02_Grn.idat	201303420027_R03C02_Red.idat.gz	33721	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799313	A	201303420027_R04C01_Grn.idat	201303420027_R04C01_Red.idat.gz	33712	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799314	A	201303420027_R04C02_Grn.idat	201303420027_R04C02_Red.idat.gz	33724	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799315	A	201303420027_R05C01_Grn.idat	201303420027_R05C01_Red.idat.gz	33714	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799316	A	201303420027_R05C02_Grn.idat	201303420027_R05C02_Red.idat.gz	33725	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799317	A	201303420027_R06C01_Grn.idat	201303420027_R06C01_Red.idat.gz	33715	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799318	A	201303420027_R06C02_Grn.idat	201303420027_R06C02_Red.idat.gz	33726	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799319	A	201432110164_R01C01_Grn.idat	201432110164_R01C01_Red.idat.gz	33636	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799320	A	201432110164_R01C02_Grn.idat	201432110164_R01C02_Red.idat.gz	33653	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799321	A	201432110164_R02C01_Grn.idat	201432110164_R02C01_Red.idat.gz	33638	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799322	A	201432110164_R02C02_Grn.idat	201432110164_R02C02_Red.idat.gz	33655	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799323	A	201432110164_R03C01_Grn.idat	201432110164_R03C01_Red.idat.gz	33643	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799324	A	201432110164_R03C02_Grn.idat	201432110164_R03C02_Red.idat.gz	33660	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799325	A	201432110164_R04C01_Grn.idat	201432110164_R04C01_Red.idat.gz	33645	"Evans JM, Parker HG, Rutteman GR, Plassais J et al. Multi-omics approach identifies germline regulatory variants associated with hematopoietic malignancies in retriever dog breeds. PLoS Genet 2021 May;17(5):e1009543. PMID: 33983928"	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799326	A	201432110164_R04C02_Grn.idat	201432110164_R04C02_Red.idat.gz	33663	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799327	A	201432110164_R05C01_Grn.idat	201432110164_R05C01_Red.idat.gz	33646	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799328	A	201432110164_R05C02_Grn.idat	201432110164_R05C02_Red.idat.gz	33667	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799329	A	201432110164_R06C01_Grn.idat	201432110164_R06C01_Red.idat.gz	33648	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799330	A	201432110164_R06C02_Grn.idat	201432110164_R06C02_Red.idat.gz	33709	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799331	A	201432110165_R01C01_Grn.idat	201432110165_R01C01_Red.idat.gz	33711	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799332	A	201432110165_R01C02_Grn.idat	201432110165_R01C02_Red.idat.gz	33723	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799333	A	201432110165_R02C01_Grn.idat	201432110165_R02C01_Red.idat.gz	33713	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799334	A	201432110165_R03C01_Grn.idat	201432110165_R03C01_Red.idat.gz	33716	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799335	A	201432110165_R04C01_Grn.idat	201432110165_R04C01_Red.idat.gz	33717	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799336	A	201432110165_R05C01_Grn.idat	201432110165_R05C01_Red.idat.gz	33720	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799337	A	201432110165_R06C01_Grn.idat	201432110165_R06C01_Red.idat.gz	33722	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799338	A	202915900006_R06C02_Grn.idat	202915900006_R06C02_Red.idat.gz	34725	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799339	A	202915900012_R01C01_Grn.idat	202915900012_R01C01_Red.idat.gz	34726	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799340	A	202915900012_R01C02_Grn.idat	202915900012_R01C02_Red.idat.gz	34733	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799341	A	202915900012_R02C01_Grn.idat	202915900012_R02C01_Red.idat.gz	34727	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799342	A	202915900012_R02C02_Grn.idat	202915900012_R02C02_Red.idat.gz	34734	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799343	A	202915900012_R03C01_Grn.idat	202915900012_R03C01_Red.idat.gz	34728	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799344	A	202915900012_R03C02_Grn.idat	202915900012_R03C02_Red.idat.gz	34735	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799345	A	202915900012_R04C01_Grn.idat	202915900012_R04C01_Red.idat.gz	34729	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799346	A	202915900012_R04C02_Grn.idat	202915900012_R04C02_Red.idat.gz	34737	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799347	A	202915900012_R05C01_Grn.idat	202915900012_R05C01_Red.idat.gz	34730	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799348	A	202915900012_R05C02_Grn.idat	202915900012_R05C02_Red.idat.gz	34738	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799349	A	202915900012_R06C01_Grn.idat	202915900012_R06C01_Red.idat.gz	34731	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799350	A	202915900012_R06C02_Grn.idat	202915900012_R06C02_Red.idat.gz	34739	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799351	A	202915900017_R01C01_Grn.idat	202915900017_R01C01_Red.idat.gz	34740	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799352	A	202915900017_R01C02_Grn.idat	202915900017_R01C02_Red.idat.gz	34746	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799353	A	202915900017_R02C01_Grn.idat	202915900017_R02C01_Red.idat.gz	34741	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799354	A	202915900017_R02C02_Grn.idat	202915900017_R02C02_Red.idat.gz	34747	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799355	A	202915900017_R03C01_Grn.idat	202915900017_R03C01_Red.idat.gz	34742	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799356	A	202915900017_R03C02_Grn.idat	202915900017_R03C02_Red.idat.gz	34748	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799357	A	202915900017_R04C01_Grn.idat	202915900017_R04C01_Red.idat.gz	34743	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799358	A	202915900017_R06C01_Grn.idat	202915900017_R06C01_Red.idat.gz	34745	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799359	A	203286220002_R02C02_Grn.idat	203286220002_R02C02_Red.idat.gz	34749	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
