"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch1.7","characteristics_ch1.8","characteristics_ch1.9","characteristics_ch1.10","characteristics_ch1.11","characteristics_ch1.12","characteristics_ch1.13","characteristics_ch1.14","characteristics_ch1.15","characteristics_ch1.16","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","age:ch1","angle 1 (abc):ch1","angle 2(caf):ch1","angle 3 (dla):ch1","angle 4 (ahg):ch1","angle 5 (afh):ch1","breed:ch1","diameter f:ch1","line ab:ch1","line ae:ch1","line ag:ch1","line bc:ch1","line bd:ch1","line be:ch1","line cd:ch1","line fg:ch1","Sex:ch1"
"GSM1261476","D2809_Saliva_Affected_rep1","GSM1261476","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 1.7","diameter f: 44.62","line ab: 17.3","angle 1 (abc): 118.59","line bc: 14.75","line cd: 12.65","line bd: 26.49","line be: 26.93","line ae: 34.63","angle 2(caf): 58.15","angle 3 (dla): 80.15","line ag: 24.61","angle 4 (ahg): 152.08","angle 5 (afh): 43.83","line fg: 24.71","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1.7","118.59","58.15","80.15","152.08","43.83","Griffon Bruxellois","44.62","17.3","34.63","24.61","14.75","26.49","26.93","12.65","24.71","Female"
"GSM1261477","D2810_Saliva_Affected_rep1","GSM1261477","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 2.5","diameter f: 41.36","line ab: 17.61","angle 1 (abc): 116.19","line bc: 13.42","line cd: 14.01","line bd: 26.39","line be: 27.44","line ae: 33.23","angle 2(caf): 66.21","angle 3 (dla): 71.62","line ag: 22.14","angle 4 (ahg): 137.37","angle 5 (afh): 44.68","line fg: 20","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.5","116.19","66.21","71.62","137.37","44.68","Griffon Bruxellois","41.36","17.61","33.23","22.14","13.42","26.39","27.44","14.01","20","Male"
"GSM1261478","D2856_Saliva_Affected_rep1","GSM1261478","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 5","diameter f: 42.71","line ab: 15.44","angle 1 (abc): 125.73","line bc: 11.87","line cd: 25.47","line bd: 15.39","line be: 26.38","line ae: 30.08","angle 2(caf): 82.53","angle 3 (dla): 83.45","line ag: 21.98","angle 4 (ahg): 136.37","angle 5 (afh): 39.66","line fg: 18.76","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","5","125.73","82.53","83.45","136.37","39.66","Griffon Bruxellois","42.71","15.44","30.08","21.98","11.87","15.39","26.38","25.47","18.76","Female"
"GSM1261479","D2910_Saliva_Affected_rep1","GSM1261479","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 1.7","diameter f: 43.84","line ab: 15.44","angle 1 (abc): 106.45","line bc: 13.49","line cd: 15.16","line bd: 28.5","line be: 29.07","line ae: 32.65","angle 2(caf): 71.34","angle 3 (dla): 87.12","line ag: 27.43","angle 4 (ahg): 146.92","angle 5 (afh): 46.96","line fg: 21.92","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1.7","106.45","71.34","87.12","146.92","46.96","Griffon Bruxellois","43.84","15.44","32.65","27.43","13.49","28.5","29.07","15.16","21.92","Male"
"GSM1261480","D2911_Saliva_Unaffected_rep1","GSM1261480","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_unaffected (control)","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 6.3","diameter f: 41.18","line ab: 17.3","angle 1 (abc): 111.4","line bc: 14.81","line cd: 14.48","line bd: 28.32","line be: 27.7","line ae: 31.58","angle 2(caf): 70.83","angle 3 (dla): 73.18","line ag: 25.28","angle 4 (ahg): 137.35","angle 5 (afh): 45.18","line fg: 18.11","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","6.3","111.4","70.83","73.18","137.35","45.18","Griffon Bruxellois","41.18","17.3","31.58","25.28","14.81","28.32","27.7","14.48","18.11","Female"
"GSM1261481","D2919_Saliva_Affected_rep1","GSM1261481","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 2.5","diameter f: 46.31","line ab: 16.59","angle 1 (abc): 114.07","line bc: 13.64","line cd: 13.55","line bd: 27.08","line be: 26.95","line ae: 34.08","angle 2(caf): 64","angle 3 (dla): 97.69","line ag: 23.33","angle 4 (ahg): 135.91","angle 5 (afh): 37.1","line fg: 21.79","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.5","114.07","64","97.69","135.91","37.1","Griffon Bruxellois","46.31","16.59","34.08","23.33","13.64","27.08","26.95","13.55","21.79","Male"
"GSM1261482","D2921_Saliva_Affected_rep1","GSM1261482","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 9.2","diameter f: 44.19","line ab: 15.49","angle 1 (abc): 109.29","line bc: 11.16","line cd: 14.41","line bd: 25.53","line be: 26.45","line ae: 33.85","angle 2(caf): 59.71","angle 3 (dla): 109.21","line ag: 23.72","angle 4 (ahg): 132.4","angle 5 (afh): 40.32","line fg: 22.06","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","9.2","109.29","59.71","109.21","132.4","40.32","Griffon Bruxellois","44.19","15.49","33.85","23.72","11.16","25.53","26.45","14.41","22.06","Male"
"GSM1261483","D2922_Saliva_Affected_rep1","GSM1261483","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 5.8","diameter f: 45.38","line ab: 15.02","angle 1 (abc): 118.25","line bc: 11.3","line cd: 15.53","line bd: 26.46","line be: 25.63","line ae: 32.36","angle 2(caf): 68.18","angle 3 (dla): 96.59","line ag: 23.86","angle 4 (ahg): 145.03","angle 5 (afh): 44.92","line fg: 25.76","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","5.8","118.25","68.18","96.59","145.03","44.92","Griffon Bruxellois","45.38","15.02","32.36","23.86","11.3","26.46","25.63","15.53","25.76","Female"
"GSM1261484","D2923_Saliva_Affected_rep1","GSM1261484","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 9.1","diameter f: 41.46","line ab: 14.77","angle 1 (abc): 116.3","line bc: 12.92","line cd: 14.56","line bd: 26.31","line be: 26.58","line ae: 30.27","angle 2(caf): 76.06","angle 3 (dla): 92.87","line ag: 19.79","angle 4 (ahg): 130.55","angle 5 (afh): 35.37","line fg: 18.28","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","9.1","116.3","76.06","92.87","130.55","35.37","Griffon Bruxellois","41.46","14.77","30.27","19.79","12.92","26.31","26.58","14.56","18.28","Female"
"GSM1261485","D2924_Saliva_Affected_rep1","GSM1261485","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 3.7","diameter f: 42.24","line ab: 16.29","angle 1 (abc): 117.08","line bc: 14.46","line cd: 14.03","line bd: 26.49","line be: 27.33","line ae: 31.71","angle 2(caf): 71.49","angle 3 (dla): 72.94","line ag: 24.61","angle 4 (ahg): 133.14","angle 5 (afh): 45.62","line fg: 18.87","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.7","117.08","71.49","72.94","133.14","45.62","Griffon Bruxellois","42.24","16.29","31.71","24.61","14.46","26.49","27.33","14.03","18.87","Male"
"GSM1261486","D2927_Saliva_Affected_rep1","GSM1261486","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 2.5","diameter f: 44.98","line ab: 16.16","angle 1 (abc): 96.31","line bc: 11.62","line cd: 13.56","line bd: 25.16","line be: 24.01","line ae: 30.11","angle 2(caf): 67.12","angle 3 (dla): 90.94","line ag: 25.76","angle 4 (ahg): 139.32","angle 5 (afh): 44.33","line fg: 20.93","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.5","96.31","67.12","90.94","139.32","44.33","Griffon Bruxellois","44.98","16.16","30.11","25.76","11.62","25.16","24.01","13.56","20.93","Male"
"GSM1261487","D2928_Saliva_Affected_rep1","GSM1261487","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 3.7","diameter f: 41.52","line ab: 15.11","angle 1 (abc): 109.44","line bc: 11.42","line cd: 15.72","line bd: 26.78","line be: 27.15","line ae: 30.94","angle 2(caf): 72.57","angle 3 (dla): 79.44","line ag: 23.57","angle 4 (ahg): 141.27","angle 5 (afh): 46.2","line fg: 20.74","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.7","109.44","72.57","79.44","141.27","46.2","Griffon Bruxellois","41.52","15.11","30.94","23.57","11.42","26.78","27.15","15.72","20.74","Male"
"GSM1261488","D2931_Saliva_Affected_rep1","GSM1261488","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 2.6","diameter f: 41.97","line ab: 14.19","angle 1 (abc): 122.33","line bc: 14.42","line cd: 13.81","line bd: 26.17","line be: 26.47","line ae: 31","angle 2(caf): 72.23","angle 3 (dla): 81.47","line ag: 23.43","angle 4 (ahg): 135.09","angle 5 (afh): 43.64","line fg: 20.14","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.6","122.33","72.23","81.47","135.09","43.64","Griffon Bruxellois","41.97","14.19","31","23.43","14.42","26.17","26.47","13.81","20.14","Female"
"GSM1261489","D2932_Saliva_Affected_rep1","GSM1261489","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 1.1","diameter f: 43.85","line ab: 15.43","angle 1 (abc): 115.92","line bc: 14.27","line cd: 15.01","line bd: 27.73","line be: 27.83","line ae: 31.5","angle 2(caf): 73.73","angle 3 (dla): 76.1","line ag: 28.17","angle 4 (ahg): 140.31","angle 5 (afh): 51.3","line fg: 21.11","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1.1","115.92","73.73","76.1","140.31","51.3","Griffon Bruxellois","43.85","15.43","31.5","28.17","14.27","27.73","27.83","15.01","21.11","Male"
"GSM1261490","D2935_Saliva_Affected_rep1","GSM1261490","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 1","diameter f: 43.86","line ab: 14.62","angle 1 (abc): 121.13","line bc: 13.94","line cd: 15.48","line bd: 27.91","line be: 27.54","line ae: 32.09","angle 2(caf): 72.48","angle 3 (dla): 74.07","line ag: 24.27","angle 4 (ahg): 131.67","angle 5 (afh): 45.32","line fg: 19.46","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1","121.13","72.48","74.07","131.67","45.32","Griffon Bruxellois","43.86","14.62","32.09","24.27","13.94","27.91","27.54","15.48","19.46","Female"
