mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex	health_status	Cancer	Cancer_2	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database	Total_mcas	Collected_healthy	size	pop
GSM3424563	A	200950830022_R02C02_Grn.idat	200950830022_R02C02_Red.idat.gz	ITGY: 31403	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424564	A	200950830023_R04C01_Grn.idat	200950830023_R04C01_Red.idat.gz	ITGY: 31404	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424565	A	200950830023_R06C02_Grn.idat	200950830023_R06C02_Red.idat.gz	ITGY: 31405	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424566	A	200950830024_R02C02_Grn.idat	200950830024_R02C02_Red.idat.gz	ITGY: 31406	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424567	A	200950830032_R03C01_Grn.idat	200950830032_R03C01_Red.idat.gz	ITGY: 31407	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424568	A	200950830032_R04C01_Grn.idat	200950830032_R04C01_Red.idat.gz	ITGY: 31408	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424569	A	200950830032_R05C02_Grn.idat	200950830032_R05C02_Red.idat.gz	ITGY: 31409	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424570	A	200950830032_R06C02_Grn.idat	200950830032_R06C02_Red.idat.gz	ITGY: 31410	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424571	A	200514100016_R01C02_Grn.idat	200514100016_R01C02_Red.idat.gz	ITGY: 31411	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424572	A	200514100016_R02C02_Grn.idat	200514100016_R02C02_Red.idat.gz	ITGY: 31412	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424573	A	200514100018_R03C01_Grn.idat	200514100018_R03C01_Red.idat.gz	ITGY: 31413	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424574	A	200514100018_R05C02_Grn.idat	200514100018_R05C02_Red.idat.gz	ITGY: 31414	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424575	A	200514100021_R01C02_Grn.idat	200514100021_R01C02_Red.idat.gz	ITGY: 31415	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3424576	A	200950830026_R01C01_Grn.idat	200950830026_R01C01_Red.idat.gz	ITGY: 31419	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Italian Greyhound	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539154	A	5648367012_R04C01_Grn.idat	5648367012_R04C01_Red.idat.gz	KEES_22830	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539171	A	5648367022_R05C02_Grn.idat	5648367022_R05C02_Red.idat.gz	KEES_24628	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539172	A	5648367022_R06C02_Grn.idat	5648367022_R06C02_Red.idat.gz	KEES_24629	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539173	A	5648367023_R01C01_Grn.idat	5648367023_R01C01_Red.idat.gz	KEES_24630	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539174	A	5648367023_R02C01_Grn.idat	5648367023_R02C01_Red.idat.gz	KEES_24631	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539175	A	5648367023_R03C01_Grn.idat	5648367023_R03C01_Red.idat.gz	KEES_24633	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539218	A	9270665022_R04C02_Grn.idat	9270665022_R04C02_Red.idat.gz	KEES_27433	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539229	A	9806219011_R03C01_Grn.idat	9806219011_R03C01_Red.idat.gz	KEES_28498	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539240	A	9933510200_R06C01_Grn.idat	9933510200_R06C01_Red.idat.gz	KEES_29630	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539241	A	9933510084_R04C02_Grn.idat	9933510084_R04C02_Red.idat.gz	KEES_29631	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Keeshond	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539272	A	3998887014_R05C01_Grn.idat	3998887014_R05C01_Red.idat.gz	KELP_9320	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Kelpie	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539273	A	3998887014_R06C01_Grn.idat	3998887014_R06C01_Red.idat.gz	KELP_9350	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Kelpie	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539274	A	3998887014_R02C02_Grn.idat	3998887014_R02C02_Red.idat.gz	KERY_12354	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Kerry Blue Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539275	A	3998887014_R04C02_Grn.idat	3998887014_R04C02_Red.idat.gz	KERY_21525	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Kerry Blue Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539276	A	9270665006_R05C02_Grn.idat	9270665006_R05C02_Red.idat.gz	KERY_27113	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Kerry Blue Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2539277	A	3998887010_R06C01_Grn.idat	3998887010_R06C01_Red.idat.gz	KERY_3174	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Kerry Blue Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400991	A	9806219017_R04C01_Grn.idat	9806219017_R04C01_Red.idat.gz	6693 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400992	A	9806219017_R05C01_Grn.idat	9806219017_R05C01_Red.idat.gz	7318 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400993	A	9806219017_R06C01_Grn.idat	9806219017_R06C01_Red.idat.gz	5341 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400994	A	9700838010_R05C01_Grn.idat	9700838010_R05C01_Red.idat.gz	14517 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400995	A	9700838018_R06C02_Grn.idat	9700838018_R06C02_Red.idat.gz	7261 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400997	A	9700838026_R02C01_Grn.idat	9700838026_R02C01_Red.idat.gz	7526 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400998	A	9700838054_R04C02_Grn.idat	9700838054_R04C02_Red.idat.gz	6605 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400999	A	9700838054_R05C02_Grn.idat	9700838054_R05C02_Red.idat.gz	7616 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401000	A	9700838054_R06C02_Grn.idat	9700838054_R06C02_Red.idat.gz	7774 KUVZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Kuvasz	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432336	A	201432110206_R05C01_Grn.idat	201432110206_R05C01_Red.idat.gz	LABD: 34208	"Surbakti S, Parker HG, McIntyre JK, Maury HK et al. New Guinea highland wild dogs are the original New Guinea singing dogs. Proc Natl Acad Sci U S A 2020 Sep 29;117(39):24369-24376. PMID: 32868416"	NA			Blood	Labradoodle	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432337	A	201432110206_R06C01_Grn.idat	201432110206_R06C01_Red.idat.gz	LABD: 34215	"Surbakti S, Parker HG, McIntyre JK, Maury HK et al. New Guinea highland wild dogs are the original New Guinea singing dogs. Proc Natl Acad Sci U S A 2020 Sep 29;117(39):24369-24376. PMID: 32868416"	NA			Blood	Labradoodle	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432338	A	201432110206_R01C02_Grn.idat	201432110206_R01C02_Red.idat.gz	LABD: 34224	"Ali MB, Evans JM, Parker HG, Kim J et al. Genetic analysis of the modern Australian labradoodle dog breed reveals an excess of the poodle genome. PLoS Genet 2020 Sep;16(9):e1008956. PMID: 32911491"	NA			Blood	Labradoodle	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432339	A	201432110206_R02C02_Grn.idat	201432110206_R02C02_Red.idat.gz	LABD: 34229	"Ali MB, Evans JM, Parker HG, Kim J et al. Genetic analysis of the modern Australian labradoodle dog breed reveals an excess of the poodle genome. PLoS Genet 2020 Sep;16(9):e1008956. PMID: 32911491"	NA			Blood	Labradoodle	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432340	A	201432110206_R03C02_Grn.idat	201432110206_R03C02_Red.idat.gz	LABD: 34240	"Ali MB, Evans JM, Parker HG, Kim J et al. Genetic analysis of the modern Australian labradoodle dog breed reveals an excess of the poodle genome. PLoS Genet 2020 Sep;16(9):e1008956. PMID: 32911491"	NA			Blood	Labradoodle	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432341	A	201432110206_R04C02_Grn.idat	201432110206_R04C02_Red.idat.gz	LABD: 34243	"Ali MB, Evans JM, Parker HG, Kim J et al. Genetic analysis of the modern Australian labradoodle dog breed reveals an excess of the poodle genome. PLoS Genet 2020 Sep;16(9):e1008956. PMID: 32911491"	NA			Blood	Labradoodle	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432342	A	201432110206_R05C02_Grn.idat	201432110206_R05C02_Red.idat.gz	LABD: 34245	"Ali MB, Evans JM, Parker HG, Kim J et al. Genetic analysis of the modern Australian labradoodle dog breed reveals an excess of the poodle genome. PLoS Genet 2020 Sep;16(9):e1008956. PMID: 32911491"	NA			Blood	Labradoodle	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401001	A	9270664009_R05C02_Grn.idat	9270664009_R05C02_Red.idat.gz	26996 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401002	A	9270665022_R02C01_Grn.idat	9270665022_R02C01_Red.idat.gz	27179 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401003	A	9806219016_R01C01_Grn.idat	9806219016_R01C01_Red.idat.gz	292 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401004	A	9806219044_R01C01_Grn.idat	9806219044_R01C01_Red.idat.gz	11122 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401005	A	9806219016_R02C01_Grn.idat	9806219016_R02C01_Red.idat.gz	300 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401006	A	9806219044_R02C01_Grn.idat	9806219044_R02C01_Red.idat.gz	11949 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401007	A	9806219044_R03C01_Grn.idat	9806219044_R03C01_Red.idat.gz	12019 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401008	A	9806219049_R03C01_Grn.idat	9806219049_R03C01_Red.idat.gz	22113 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401009	A	9806219044_R03C02_Grn.idat	9806219044_R03C02_Red.idat.gz	12997 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2401010	A	9806219042_R06C02_Grn.idat	9806219042_R06C02_Red.idat.gz	11121 LAB DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432318	A	202915900019_R04C01_Grn.idat	202915900019_R04C01_Red.idat.gz	LAB: 310	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432319	A	202915900019_R05C01_Grn.idat	202915900019_R05C01_Red.idat.gz	LAB: 311	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432321	A	202915900019_R03C02_Grn.idat	202915900019_R03C02_Red.idat.gz	LAB: 7285	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM4432322	A	202915900019_R06C02_Grn.idat	202915900019_R06C02_Red.idat.gz	LAB: 12994	"Piras IS, Perdigones N, Zismann V, Briones N et al. Identification of Genetic Susceptibility Factors Associated with Canine Gastric Dilatation-Volvulus. Genes (Basel) 2020 Nov 5;11(11). PMID: 33167491"	NA			Blood	Labrador Retriever	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
