"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch1.7","characteristics_ch1.8","characteristics_ch1.9","characteristics_ch1.10","characteristics_ch1.11","characteristics_ch1.12","characteristics_ch1.13","characteristics_ch1.14","characteristics_ch1.15","characteristics_ch1.16","characteristics_ch1.17","characteristics_ch1.18","characteristics_ch1.19","characteristics_ch1.20","characteristics_ch1.21","characteristics_ch1.22","characteristics_ch1.23","characteristics_ch1.24","characteristics_ch1.25","characteristics_ch1.26","characteristics_ch1.27","characteristics_ch1.28","characteristics_ch1.29","characteristics_ch1.30","characteristics_ch1.31","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","ab:ch1","ac:ch1","ae:ch1","ai:ch1","bc:ch1","bd:ch1","bk:ch1","breed:ch1","ccd size:ch1","cd:ch1","cj:ch1","disease state:ch1","f-d/bc:ch1","f-d/cd:ch1","f-diam:ch1","fg:ch1","fh:ch1","ID:ch1","l1 (hae):ch1","l10 (afg):ch1","l11(ebk):ch1","l2 (fac):ch1","l3 (dib):ch1","l4 (fae):ch1","l4+l7:ch1","l5 (aeb):ch1","l6(dba):ch1","l7(dbi):ch1","l8 (ebd):ch1","l9 (jcb):ch1","sm:ch1","vd:ch1"
"GSM2748029","CKCS_Saliva_Unaffected_11","GSM2748029","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 0","f-diam: 47.48","ab: 19.18","bc: 18.95","cd: 16.46","bd: 30.27","ae: 33.64","ID: 36.75","ac: 32.34","ai: 39.59","cj: 12.88","fh: 31.85","fg: 22.81","bk: 11.23","l1 (hae): 116.49","l2 (fac): 76.31","l3 (dib): 55.76","l4 (fae): 44.92","l5 (aeb): 34.13","l6(dba): 89.5","l7(dbi): 33.13","l8 (ebd): 6.3","l9 (jcb): 36.41","l10 (afg): 64.95","l11(ebk): 53.5","f-d/cd: 2.884568651","f-d/bc: 2.505540897","l4+l7: 78.05","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002756-WG3318316-DNA-A11","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","19.18","32.34","33.64","39.59","18.95","30.27","11.23","Cavalier King Charles Spaniel","0","16.46","12.88","control","2.505540897","2.884568651","47.48","22.81","31.85","36.75","116.49","64.95","53.5","76.31","55.76","44.92","78.05","34.13","89.5","33.13","6.3","36.41","0","0"
"GSM2748030","CKCS_Saliva_Unaffected_12","GSM2748030","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 0","f-diam: 45.16","ab: 15.21","bc: 17.77","cd: 14.58","bd: 29.74","ae: 34.97","ID: 30.65","ac: 28.67","ai: 28.64","cj: 10.93","fh: 24.71","fg: 23.48","bk: 11.45","l1 (hae): 121.2","l2 (fac): 65.21","l3 (dib): 73.89","l4 (fae): 39.33","l5 (aeb): 25.59","l6(dba): 98.52","l7(dbi): 25.81","l8 (ebd): 2.97","l9 (jcb): 45.13","l10 (afg): 47.31","l11(ebk): 43.37","f-d/cd: 3.09739369","f-d/bc: 2.541361846","l4+l7: 65.14","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002758-WG3318316-DNA-A12","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","15.21","28.67","34.97","28.64","17.77","29.74","11.45","Cavalier King Charles Spaniel","0","14.58","10.93","control","2.541361846","3.09739369","45.16","23.48","24.71","30.65","121.2","47.31","43.37","65.21","73.89","39.33","65.14","25.59","98.52","25.81","2.97","45.13","0","0"
"GSM2748031","CKCS_Saliva_Unaffected_13","GSM2748031","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 1","vd: 1","f-diam: 50.69","ab: 14.79","bc: 19.43","cd: 15.99","bd: 32.43","ae: 36.71","ID: 32.11","ac: 31.38","ai: 29.56","cj: 12.18","fh: 28.92","fg: 0","bk: 15.08","l1 (hae): 100.06","l2 (fac): 70.82","l3 (dib): 78.15","l4 (fae): 43.54","l5 (aeb): 22.97","l6(dba): 107.43","l7(dbi): 27","l8 (ebd): 6.99","l9 (jcb): 47.86","l10 (afg): 0","l11(ebk): 47.6","f-d/cd: 3.170106316","f-d/bc: 2.60885229","l4+l7: 70.54","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002869-WG3318316-DNA-B01","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","14.79","31.38","36.71","29.56","19.43","32.43","15.08","Cavalier King Charles Spaniel","1","15.99","12.18","control","2.60885229","3.170106316","50.69","0","28.92","32.11","100.06","0","47.6","70.82","78.15","43.54","70.54","22.97","107.43","27","6.99","47.86","0","1"
"GSM2748032","CKCS_Saliva_Unaffected_14","GSM2748032","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 1","f-diam: 45.51","ab: 12.48","bc: 19.13","cd: 14.23","bd: 30.83","ae: 33.03","ID: 30.75","ac: 28.36","ai: 27.14","cj: 10.69","fh: 27.25","fg: 23.69","bk: 14.3","l1 (hae): 118.27","l2 (fac): 71.07","l3 (dib): 75.65","l4 (fae): 44.03","l5 (aeb): 22.42","l6(dba): 104.35","l7(dbi): 27.48","l8 (ebd): 6.84","l9 (jcb): 46.84","l10 (afg): 49.39","l11(ebk): 46.27","f-d/cd: 3.198172874","f-d/bc: 2.378985886","l4+l7: 71.51","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002873-WG3318316-DNA-B02","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","12.48","28.36","33.03","27.14","19.13","30.83","14.3","Cavalier King Charles Spaniel","0","14.23","10.69","control","2.378985886","3.198172874","45.51","23.69","27.25","30.75","118.27","49.39","46.27","71.07","75.65","44.03","71.51","22.42","104.35","27.48","6.84","46.84","0","1"
"GSM2748033","CKCS_Saliva_Unaffected_15","GSM2748033","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 1","f-diam: 45.03","ab: 14.48","bc: 16.56","cd: 14.54","bd: 29.37","ae: 32.82","ID: 28.95","ac: 27.01","ai: 25.69","cj: 11.14","fh: 27.92","fg: 22.14","bk: 9.34","l1 (hae): 119.16","l2 (fac): 74.59","l3 (dib): 77.87","l4 (fae): 43.79","l5 (aeb): 26.7","l6(dba): 100.6","l7(dbi): 22.13","l8 (ebd): 9.93","l9 (jcb): 36.7","l10 (afg): 52.66","l11(ebk): 42.6","f-d/cd: 3.096973865","f-d/bc: 2.719202899","l4+l7: 65.92","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002874-WG3318316-DNA-B03","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","14.48","27.01","32.82","25.69","16.56","29.37","9.34","Cavalier King Charles Spaniel","0","14.54","11.14","control","2.719202899","3.096973865","45.03","22.14","27.92","28.95","119.16","52.66","42.6","74.59","77.87","43.79","65.92","26.7","100.6","22.13","9.93","36.7","0","1"
"GSM2748034","CKCS_Saliva_Unaffected_16","GSM2748034","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 0","f-diam: 47.17","ab: 15.27","bc: 20.79","cd: 11.54","bd: 28.62","ae: 35.13","ID: 31.67","ac: 31.32","ai: 31.05","cj: 13.14","fh: 24.94","fg: 22.57","bk: 12.49","l1 (hae): 126.44","l2 (fac): 60.59","l3 (dib): 65.34","l4 (fae): 41.95","l5 (aeb): 25.34","l6(dba): 100.05","l7(dbi): 36.28","l8 (ebd): 0.81","l9 (jcb): 34.97","l10 (afg): 47.93","l11(ebk): 43.73","f-d/cd: 4.087521664","f-d/bc: 2.268879269","l4+l7: 78.23","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002875-WG3318316-DNA-B04","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","15.27","31.32","35.13","31.05","20.79","28.62","12.49","Cavalier King Charles Spaniel","0","11.54","13.14","control","2.268879269","4.087521664","47.17","22.57","24.94","31.67","126.44","47.93","43.73","60.59","65.34","41.95","78.23","25.34","100.05","36.28","0.81","34.97","0","0"
"GSM2748035","CKCS_Saliva_Unaffected_17","GSM2748035","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 2","f-diam: 44.17","ab: 14.69","bc: 16.79","cd: 12.7","bd: 27.67","ae: 32.44","ID: 29.22","ac: 27.36","ai: 26.52","cj: 12.5","fh: 24.89","fg: 0","bk: 11.01","l1 (hae): 119.99","l2 (fac): 69.54","l3 (dib): 74.89","l4 (fae): 42.56","l5 (aeb): 27.16","l6(dba): 98.97","l7(dbi): 23.81","l8 (ebd): 7.06","l9 (jcb): 43.35","l10 (afg): 0","l11(ebk): 48.16","f-d/cd: 3.477952756","f-d/bc: 2.630732579","l4+l7: 66.37","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002884-WG3318316-DNA-B05","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","14.69","27.36","32.44","26.52","16.79","27.67","11.01","Cavalier King Charles Spaniel","0","12.7","12.5","control","2.630732579","3.477952756","44.17","0","24.89","29.22","119.99","0","48.16","69.54","74.89","42.56","66.37","27.16","98.97","23.81","7.06","43.35","0","2"
"GSM2748036","CKCS_Saliva_Unaffected_18","GSM2748036","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 2","f-diam: 44.85","ab: 16.25","bc: 17.43","cd: 12.62","bd: 27.63","ae: 32.13","ID: 29.7","ac: 29.01","ai: 30.56","cj: 11.89","fh: 27.83","fg: 0","bk: 13.11","l1 (hae): 117.19","l2 (fac): 74.63","l3 (dib): 66.98","l4 (fae): 45.1","l5 (aeb): 30.98","l6(dba): 117.19","l7(dbi): 28.55","l8 (ebd): 8.27","l9 (jcb): 47.05","l10 (afg): 0","l11(ebk): 50.07","f-d/cd: 3.553882726","f-d/bc: 2.573149742","l4+l7: 73.65","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002891-WG3318316-DNA-B06","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","16.25","29.01","32.13","30.56","17.43","27.63","13.11","Cavalier King Charles Spaniel","0","12.62","11.89","control","2.573149742","3.553882726","44.85","0","27.83","29.7","117.19","0","50.07","74.63","66.98","45.1","73.65","30.98","117.19","28.55","8.27","47.05","0","2"
"GSM2748037","CKCS_Saliva_Unaffected_19","GSM2748037","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 1","f-diam: 46.27","ab: 14.86","bc: 19.14","cd: 16.05","bd: 30.88","ae: 34.55","ID: 33.26","ac: 30.45","ai: 32.48","cj: 10.66","fh: 28.1","fg: 21.27","bk: 15.86","l1 (hae): 116.64","l2 (fac): 73.52","l3 (dib): 66.69","l4 (fae): 42.67","l5 (aeb): 25.1","l6(dba): 100.4","l7(dbi): 32.07","l8 (ebd): 7.06","l9 (jcb): 53.5","l10 (afg): 53.84","l11(ebk): 54.67","f-d/cd: 2.882866044","f-d/bc: 2.417450366","l4+l7: 74.74","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002968-WG3318316-DNA-B07","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","14.86","30.45","34.55","32.48","19.14","30.88","15.86","Cavalier King Charles Spaniel","0","16.05","10.66","control","2.417450366","2.882866044","46.27","21.27","28.1","33.26","116.64","53.84","54.67","73.52","66.69","42.67","74.74","25.1","100.4","32.07","7.06","53.5","0","1"
"GSM2748038","CKCS_Saliva_Affected_20","GSM2748038","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: case","sm: 1","ccd size: 6","vd: 2","f-diam: 48.36","ab: 15.97","bc: 18.1","cd: 12.62","bd: 29.31","ae: 35.55","ID: 28.3","ac: 29.27","ai: 26.25","cj: 12.55","fh: 26.71","fg: 0","bk: 10.43","l1 (hae): 123.78","l2 (fac): 66.78","l3 (dib): 86.38","l4 (fae): 41.95","l5 (aeb): 26.33","l6(dba): 105.61","l7(dbi): 18.89","l8 (ebd): 7.57","l9 (jcb): 31.63","l10 (afg): 0","l11(ebk): 48.24","f-d/cd: 3.832012678","f-d/bc: 2.671823204","l4+l7: 60.84","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0002170-WG3318316-DNA-B08","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","15.97","29.27","35.55","26.25","18.1","29.31","10.43","Cavalier King Charles Spaniel","6","12.62","12.55","case","2.671823204","3.832012678","48.36","0","26.71","28.3","123.78","0","48.24","66.78","86.38","41.95","60.84","26.33","105.61","18.89","7.57","31.63","1","2"
