"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1"
"GSM4987432","FlatCoatedRetriever278","GSM4987432","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987432/suppl/GSM4987432_202915900004_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987432/suppl/GSM4987432_202915900004_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987433","FlatCoatedRetriever279","GSM4987433","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987433/suppl/GSM4987433_9700838009_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987433/suppl/GSM4987433_9700838009_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987434","FlatCoatedRetriever280","GSM4987434","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987434/suppl/GSM4987434_9700838009_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987434/suppl/GSM4987434_9700838009_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987435","FlatCoatedRetriever281","GSM4987435","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987435/suppl/GSM4987435_9700838009_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987435/suppl/GSM4987435_9700838009_R04C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987436","FlatCoatedRetriever282","GSM4987436","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987436/suppl/GSM4987436_9700838009_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987436/suppl/GSM4987436_9700838009_R05C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987437","FlatCoatedRetriever283","GSM4987437","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987437/suppl/GSM4987437_9700838009_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987437/suppl/GSM4987437_9700838009_R06C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987438","FlatCoatedRetriever284","GSM4987438","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987438/suppl/GSM4987438_9700838033_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987438/suppl/GSM4987438_9700838033_R02C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987439","FlatCoatedRetriever285","GSM4987439","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987439/suppl/GSM4987439_9700838033_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987439/suppl/GSM4987439_9700838033_R03C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987440","FlatCoatedRetriever286","GSM4987440","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987440/suppl/GSM4987440_9700838033_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987440/suppl/GSM4987440_9700838033_R05C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987441","FlatCoatedRetriever287","GSM4987441","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987441/suppl/GSM4987441_9700838033_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987441/suppl/GSM4987441_9700838033_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987442","FlatCoatedRetriever288","GSM4987442","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987442/suppl/GSM4987442_9700838033_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987442/suppl/GSM4987442_9700838033_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987443","FlatCoatedRetriever289","GSM4987443","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987443/suppl/GSM4987443_9700838033_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987443/suppl/GSM4987443_9700838033_R02C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987444","FlatCoatedRetriever290","GSM4987444","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987444/suppl/GSM4987444_9700838033_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987444/suppl/GSM4987444_9700838033_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987445","FlatCoatedRetriever291","GSM4987445","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987445/suppl/GSM4987445_9700838033_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987445/suppl/GSM4987445_9700838033_R04C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987446","FlatCoatedRetriever292","GSM4987446","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987446/suppl/GSM4987446_9700838033_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987446/suppl/GSM4987446_9700838033_R05C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987447","FlatCoatedRetriever293","GSM4987447","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987447/suppl/GSM4987447_9700838042_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987447/suppl/GSM4987447_9700838042_R01C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987448","FlatCoatedRetriever294","GSM4987448","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987448/suppl/GSM4987448_202915900004_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987448/suppl/GSM4987448_202915900004_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987449","FlatCoatedRetriever295","GSM4987449","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987449/suppl/GSM4987449_202915900004_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987449/suppl/GSM4987449_202915900004_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987450","FlatCoatedRetriever296","GSM4987450","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987450/suppl/GSM4987450_9700838042_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987450/suppl/GSM4987450_9700838042_R02C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987451","FlatCoatedRetriever297","GSM4987451","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987451/suppl/GSM4987451_9700838042_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987451/suppl/GSM4987451_9700838042_R03C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987452","FlatCoatedRetriever298","GSM4987452","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987452/suppl/GSM4987452_9700838042_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987452/suppl/GSM4987452_9700838042_R04C01_Red.idat.gz","0","Flatcoated Retriever"
